object			
volume	37020d	Littré-Robin (1865-1873)	1873
entry	Acéphaliens	0	
orth	Acéphaliens		
entry	Acéphalobrache	0	
orth	Acéphalobrache		
foreign	acephalobrachius	lat	
entry	Acéphalobrachie	0	
orth	Acéphalobrachie		
foreign	acephalobrachio	lat	
entry	Acéphalocarde	0	
orth	Acéphalocarde		
foreign	acephalocardius	lat	
entry	Acéphalocardie	0	
orth	Acéphalocardie		
foreign	acephalocardia	lat	
entry	Acéphalochire	0	
orth	Acéphalochire		
foreign	acephalochirus	lat	
entry	Acéphalocyste	1	
orth	Acéphalocyste		
foreign	acephalocystis	lat	
foreign	Acephalocyst	deu	
foreign	Wasserblase	deu	
foreign	acefalocisto	ita	
foreign	acefalocisto	spa	
clique	Môle		
clique	Hydatide		
pb	0014	0028	
clique	échinocoque		
term	Hydatide cancéreuse		
clique	Hydatide cancéreuse		
entry	Acéphalogastre	0	
orth	Acéphalogastre		
foreign	acephalog aster	lat	
entry	Acéphalogastrie	0	
orth	Acéphalogastrie		
foreign	acephalog astria	lat	
entry	Acéphalopode	0	
orth	Acéphalopode		
foreign	acephalopodus	lat	
entry	Acéphalopodie	0	
orth	Acéphalopodie		
foreign	acephalopodia	lat	
entry	Acéphalorachie	0	
orth	Acéphalorachie		
foreign	acephalorachia	lat	
entry	Acéphalostome	0	
orth	Acéphalostome		
foreign	acephalostomus	lat	
entry	Acéphalothoracie	0	
orth	Acéphalothoracie		
foreign	acephalothoracia	lat	
entry	Acéphalothore	0	
orth	Acéphalothore		
foreign	acephalothorus	lat	
entry	Acer	0	
orth	Acer		
clique	Acérinées		
entry	Acératie, Acératose	0	
orth	Acératie		
orth	Acératose		
foreign	aceratia	lat	
foreign	defectus cornuum	lat	
entry	Acératothérion	0	
orth	Acératothérion		
entry	Acerbe	0	
orth	Acerbe		
foreign	acerbus	lat	
foreign	herbe	deu	
foreign	acerb	eng	
foreign	hàrsh	eng	
foreign	acerbo	ita	
foreign	acerbo	spa	
foreign	στρυφνὸς	grc	
entry	Acerbité	0	
orth	Acerbité		
foreign	acerbitas	lat	
foreign	Herbigkeit	deu	
foreign	acerbity	eng	
foreign	ocerbezza	ita	
entry	Acerdèse	0	
orth	Acerdèse		
entry	Acéré	0	
orth	Acéré		
foreign	nadelförmig	deu	
entry	Acérinées, Acéracées	0	
orth	Acérinées		
orth	Acéracées		
entry	Acérique	0	
orth	Acérique		
term	Acide acérique		
clique	Acide acérique		
entry	Acervule	0	
orth	Acervule		
foreign	acervulus	lat	
foreign	Hirnsand	deu	
entry	Acescence	0	
orth	Acescence		
foreign	acescentia	lat	
foreign	acescenza	ita	
entry	Acésie	0	
orth	Acésie		
foreign	ἀκεσις	grc	
entry	Acétabule	0	
orth	Acétabule		
foreign	acetabulum	lat	
foreign	Gelenkpfanne	deu	
foreign	acetabulum	eng	
foreign	acetabolo	ita	
term	Acétabules		
term	cotylédons		
clique	Acétabules | cotylédons		
entry	Acétal	0	
orth	Acétal		
foreign	ace talium	lat	
foreign	Acetal	deu	
entry	Acétamide	0	
orth	Acétamide		
entry	Acétate	2	
orth	Acétate		
foreign	acetas	lat	
foreign	essigsaures Salz	deu	
foreign	acetato	ita	
foreign	acetato	spa	
pb	0015	0029	
term	Acétate dalumine		
clique	Acétate dalumine		
term	Acétate d’ammoniaque		
clique	Acétate d’ammoniaque		
term	Acétate d’argent		
clique	Acétate d’argent		
term	Acétate de baryte		
clique	Acétate de baryte		
term	Acétate de butyle		
clique	Acétate de butyle | Butyle		
term	Acétate de chaux		
clique	Acétate de chaux		
term	Acétate de chloramylène		
clique	Acétate de chloramylène | Giilohamylène		
term	Acétates de cuivre		
clique	Acétates de cuivre		
term	Acétate de cuivre et d’ammoniaque		
clique	Acétate de cuivre et d’ammoniaque		
term	Acétate de fer		
clique	Acétate de fer		
term	Acétates de mercure		
clique	Acétates de mercure | Dragée | Dragée de Keyser		
pb	0016	0030	
term	Acétate de méthylène		
clique	Acétate de méthylène | Mésite		
term	Acétate de morphine		
clique	Acétate de morphine | Sirop		
term	Acétate d’oxychlorovaléryle		
clique	Acétate d’oxychlorovaléryle | Chloramylène		
term	Acétate de pepsine		
clique	Acétate de pepsine | Pepsine		
term	Acétates de plomb		
clique	Acétates de plomb | Lotion | Eau | Eau blanche		
term	Acétate sexplombique		
clique	Acétate sexplombique		
term	Papier d’acétate de plomb		
clique	Papier d’acétate de plomb | Réactif		
term	Acétate de plomb ammoniacal		
clique	Acétate de plomb ammoniacal		
term	Acétate de potasse		
clique	Acétate de potasse		
term	Acétate de quinine		
clique	Acétate de quinine		
term	Acétate de soude		
clique	Acétate de soude		
term	Acétate de zinc		
clique	Acétate de zinc | Sulfate | Sulfate de zinc		
term	Gaz des acétates		
clique	Gaz des acétates | Hydrogène | Hydrogène protocarboné		
entry	Acete	0	
orth	Acete		
entry	Acétène	0	
orth	Acétène		
foreign	méthyle	lat	
term	Acétène monocyané		
clique	Acétène monocyané | Cyanhydrique		
term	Acétène monoiodé		
clique	Acétène monoiodé | Iodhydrique		
term	Acétène monosulfuré		
clique	Acétène monosulfuré | Sulfhydrique		
term	Acétène monotelluré		
clique	Acétène monotelluré | Tellurhydrique		
term	Acétène monoxé		
clique	Acétène monoxé | Éther | Éther sulfurique		
term	Acétène trioxé		
clique	Acétène trioxé | Acétine		
entry	Acéteux	0	
orth	Acéteux		
term	Acide acéteux		
clique	Acide acéteux | Aldéhydique		
term	Fermentation acéteuse		
clique	Fermentation acéteuse | Fermentation		
term	Sel acéteux		
clique	Sel acéteux | Sel		
entry	Acétification	1	
orth	Acétification		
foreign	acetiftpatio	lat	
pb	0017	0031	
entry	Acétimétrie	0	
orth	Acétimétrie		
clique	Oxymétrie		
entry	Acétine	0	
orth	Acétine		
clique	monacétine		
clique	diacétine		
clique	triacétine		
entry	Acétique	0	
orth	Acétique		
foreign	acetico	spa	
term	Acide acétique		
term	acétène trioxé		
clique	Acide acétique | acétène trioxé		
term	Éther acétique		
clique	Éther acétique		
term	Baume acétique		
clique	Baume acétique | Baume		
term	Fermentation acétique		
clique	Fermentation acétique | Fermentation		
term	Mannite acétique		
clique	Mannite acétique | Mannite		
entry	Acétite	0	
orth	Acétite		
clique	acéteux		
entry	Acéto-butyrique	0	
orth	Acéto-butyrique		
clique	Propionique		
entry	Acétol	0	
orth	Acétol		
entry	Acétolat	0	
orth	Acétolat		
entry	Acétolature	0	
orth	Acétolature		
foreign	EsSigauszug	deu	
entry	Acétolé	0	
orth	Acétolé		
foreign	acetolea	lat	
foreign	Essig auflosung	deu	
entry	Acétolique	0	
orth	Acétolique		
entry	Acétolotif	0	
orth	Acétolotif		
entry	Acétomel	0	
orth	Acétomel		
entry	Acétomellé	0	
orth	Acétomellé		
foreign	acetomellia	lat	
foreign	Sauerhonig	deu	
entry	Acétone	0	
orth	Acétone		
foreign	acetonum	lat	
foreign	Aceton	deu	
foreign	Brenzessiggeist	deu	
entry	Acetonitrile	0	
orth	Acetonitrile		
clique	Valéronitrile		
entry	Acétoselle	0	
orth	Acétoselle		
term	Oxalis acetosella		
clique	Oxalis acetosella		
entry	Acétosité	0	
orth	Acétosité		
entry	Acétyle	0	
orth	Acétyle		
term	Hydrure d’acétyle		
clique	Hydrure d’acétyle | Hydrogène | Hydrogène bicarboné		
entry	Acétylène	1	
orth	Acétylène		
foreign	ditétryle	lat	
pb	0018	0032	
entry	Acétylure	0	
orth	Acétylure		
term	Âcétylure cuivreux		
clique	Âcétylure cuivreux		
term	Acétylure d’argent		
clique	Acétylure d’argent		
entry	Acétylurée	0	
orth	Acétylurée		
clique	Urée composées | Urée		
entry	Achaine	0	
orth	Achaine		
clique	Akène		
entry	Ache	0	
orth	Ache		
foreign	Petresilie	deu	
foreign	smallage	eng	
foreign	appio	ita	
foreign	Apium graveolens (L.)	lat	
clique	Sirop		
term	Ache d’eau		
clique	Ache d’eau | Berle		
term	Ache livèche		
clique	Ache livèche | Livèche		
entry	Achéirie	0	
orth	Achéirie		
clique	Achirie		
entry	Acheminé	0	
orth	Acheminé		
entry	Achène	0	
orth	Achène		
clique	Akène		
entry	Achevé	0	
orth	Achevé		
entry	Achilie, Acheilie	0	
orth	Achilie		
orth	Acheilie		
entry	Achille	0	
orth	Achille		
clique	Tendon		
entry	Achillée	0	
orth	Achillée		
clique	millefeuille		
entry	Achilléique	0	
orth	Achilléique		
term	Acide achilléique		
clique	Acide achilléique		
entry	Achirie	0	
orth	Achirie		
entry	Achlys	0	
orth	Achlys		
entry	Acholie	0	
orth	Acholie		
entry	Achores	0	
orth	Achores		
foreign	Achor	deu	
foreign	achores	eng	
foreign	acori	ita	
foreign	lattime	ita	
foreign	ἀχῶρες	grc	
clique	Impétigo		
entry	Achorèse	0	
orth	Achorèse		
foreign	achoresis	lat	
entry	Achorion	0	
orth	Achorion		
clique	Faveux		
entry	Achoriste	0	
orth	Achoriste		
entry	Achroma	0	
orth	Achroma		
entry	Achromasie	0	
orth	Achromasie		
foreign	coloris defectus	lat	
foreign	Farblosigkeit	deu	
foreign	achromasia	eng	
entry	Achromateux	0	
orth	Achromateux		
term	Teigne achromateuse		
clique	Teigne achromateuse | Trichophyton		
entry	Achromatie	0	
orth	Achromatie		
term	Achromatie de l’œil		
clique	Achromatie de l’œil | Chromatie		
entry	Achromatique	0	
orth	Achromatique		
foreign	achromaticus	lat	
clique	Lentille		
entry	Achromatisation	0	
orth	Achromatisation		
clique	Achromatisme		
entry	Achromatisme	0	
orth	Achromatisme		
foreign	achromatismus	lat	
clique	Microscope		
entry	Achromatopsie	0	
orth	Achromatopsie		
entry	Achrqnizoïque	0	
orth	Achrqnizoïque		
entry	Achylie, Achylose	0	
orth	Achylie		
orth	Achylose		
entry	Achymose	0	
orth	Achymose		
entry	Acichloride	0	
orth	Acichloride		
clique	Chloroxycarbonique		
entry	Aciculaire	0	
orth	Aciculaire		
foreign	acicularis	lat	
foreign	nadelförmig	deu	
foreign	acicular	eng	
foreign	litofito	ita	
entry	Aciculé	0	
orth	Aciculé		
foreign	aciculatus	lat	
pb	0019	0033	
entry	Acide	0	
orth	Acide		
foreign	acidum	lat	
foreign	Säure	deu	
foreign	acid	eng	
foreign	acido	ita	
foreign	acido	spa	
clique	Oxyde		
clique	base		
clique	électro-négatif		
clique	hydracides		
term	Acide conjugué		
clique	Acide conjugué		
term	Acides gras		
clique	Acides gras | Gras		
entry	Acide	0	
orth	Acide		
term	Fermentation acide		
clique	Fermentation acide | Fermentation		
entry	Acidifiable	0	
orth	Acidifiable		
foreign	säuerung s fähig	lat	
entry	Acidifiant	0	
orth	Acidifiant		
clique	Alcali		
clique	Base		
entry	Acidification	0	
orth	Acidification		
foreign	Säuerung	deu	
clique	Acide		
entry	Acidifié	0	
orth	Acidifié		
entry	Acidimétrie	0	
orth	Acidimétrie		
clique	Oxymétrie		
entry	Acidité	0	
orth	Acidité		
foreign	acor	lat	
foreign	aciditas	lat	
foreign	Säure	deu	
foreign	acidity	eng	
foreign	acidezza	ita	
foreign	acidez	spa	
foreign	ὀξύτης	grc	
clique	Acide		
clique	Base		
term	Acidité des premières voies		
clique	Acidité des premières voies | Aigreur		
entry	Acido-basigène	0	
orth	Acido-basigène		
clique	Amphigène		
entry	Acidostéophyte	0	
orth	Acidostéophyte		
entry	Acidule	0	
orth	Acidule		
foreign	acidulus	lat	
foreign	säuerlich	deu	
foreign	acidulate	eng	
foreign	acidetto	ita	
foreign	agretto	ita	
clique	Eau gazeuse | Eau		
clique	Eau minérale | Eau		
term	Fruits et plantes acidulés		
clique	Fruits et plantes acidulés		
term	Acidule		
clique	Acidule		
entry	Acidulé	0	
orth	Acidulé		
foreign	acidulatus	lat	
entry	Acidum pingue	0	
orth	Acidum pingue		
entry	Acier	1	
orth	Acier		
foreign	chalybs	lat	
foreign	Stahl	deu	
foreign	sleeï	eng	
foreign	acciaio	ita	
foreign	acero	spa	
foreign	χάλυψ	grc	
pb	0020	0034	
term	Cémentation de l’acier		
clique	Cémentation de l’acier | Cémentation		
term	Trempage de l’acier		
clique	Trempage de l’acier		
term	Baume d’acier		
clique	Baume d’acier | Baume		
entry	Aciération	0	
orth	Aciération		
foreign	chalybeatio	lat	
entry	Aciéré	0	
orth	Aciéré		
entry	Aciésie	0	
orth	Aciésie		
clique	Acyésie		
entry	Acinaciforme	0	
orth	Acinaciforme		
foreign	acinacifor mis	lat	
entry	Acine, Acinus	0	
orth	Acine		
orth	Acinus		
foreign	acinus	lat	
clique	Foie		
entry	Acinésiatrophie	0	
orth	Acinésiatrophie		
entry	Acinésie	0	
orth	Acinésie		
foreign	acinesia	lat	
foreign	ἀκινησία	grc	
entry	Acinétique	0	
orth	Acinétique		
entry	Acineux	0	
orth	Acineux		
term	Glande acineuse		
clique	Glande acineuse | Acine | Glande		
entry	Acini	0	
orth	Acini		
clique	Acine		
entry	Aciniforme	0	
orth	Aciniforme		
foreign	aciniformis	lat	
foreign	acinosus	lat	
entry	Aclaste	0	
orth	Aclaste		
entry	Acmastique	0	
orth	Acmastique		
foreign	acmasticus	lat	
entry	Acmé	0	
orth	Acmé		
foreign	Acné	deu	
foreign	Finnenausschlag	deu	
foreign	acne	eng	
foreign	acné	ita	
term	Acmé molluscoïde, varioliforme		
clique	Acmé molluscoïde, varioliforme | Sébacé		
entry	Acmelle	0	
orth	Acmelle		
foreign	Spilanthus acmella (L.)	lat	
entry	Acné	0	
orth	Acné		
clique	Acmé		
entry	Acognosie	0	
orth	Acognosie		
entry	Acologie, Akologie	0	
orth	Acologie		
orth	Akologie		
entry	Acomie	0	
orth	Acomie		
entry	Aconit	0	
orth	Aconit		
foreign	aconitum	lat	
foreign	Eisenhut	deu	
foreign	aconile	eng	
foreign	monkshood	eng	
foreign	wolfs bane	eng	
foreign	aconito	ita	
foreign	aconito	spa	
term	aconit napel		
term	napel		
clique	aconit napel | napel		
clique	Thora		
entry	Aconitate	0	
orth	Aconitate		
clique	Équisétate		
entry	Aconitine	0	
orth	Aconitine		
clique	vératrine		
entry	Aconitique	0	
orth	Aconitique		
term	Acide aconitique		
clique	Acide aconitique | acide équisétique		
entry	Acope	0	
orth	Acope		
foreign	acopus	lat	
foreign	ἄκοπος	grc	
entry	Acore, Acorus calamus, Acorus verus	0	
orth	Acore		
orth	Acorus calamus		
orth	Acorus verus		
clique	Canne aromatique | Canne		
entry	Acorée	0	
orth	Acorée		
entry	Acoroïdées, Acoracées	0	
orth	Acoroïdées		
orth	Acoracées		
pb	0021	0035	
entry	Acosmie	0	
orth	Acosmie		
foreign	acosmia	lat	
entry	Acotylé, Acotylée	0	
orth	Acotylé		
orth	Acotylée		
entry	Acotylédoné	0	
orth	Acotylédoné		
foreign	samenlappenlos	deu	
term	Plantes acotylédonées		
term	acotylédones		
clique	Plantes acotylédonées | acotylédones | unicellulaires | Cellule | Multiplication | Scission | Conidie | spores | sporange | Archégone | Métagenèse | spermatozoïdes | Anthéridie | Algues | Characées | Champignons | Lichénacées | Hépatiques | Mousses | Muscinées | Fougères | Filicinées | Lycopodiacées | Psilotées | Équisétacées | Azollées | Rhizocarpées		
entry	Acotylédones	0	
orth	Acotylédones		
clique	Acotylédoné		
entry	Acotylédonie	0	
orth	Acotylédonie		
clique	Acotylédoné		
entry	Acoumètre	0	
orth	Acoumètre		
entry	Acousmate	0	
orth	Acousmate		
foreign	ἄκουσμα	grc	
entry	Acousmétrique, Acousmométrique	0	
orth	Acousmétrique		
orth	Acousmométrique		
entry	Acoustico-malléen	0	
orth	Acoustico-malléen		
clique	Oreille		
entry	Acoustique	0	
orth	Acoustique		
foreign	Akustik	deu	
foreign	acustics	eng	
foreign	acustica	ita	
foreign	acustica	spa	
clique	Conduit auditif | Conduit		
clique	Auditif		
term	Baume acoustique		
clique	Baume acoustique | Baume		
term	Cornets acoustiques		
clique	Cornets acoustiques | Cornet | Cornet acoustique		
term	Eau acoustique		
clique	Eau acoustique | Acoustique		
term	Remèdes acoustiques		
clique	Remèdes acoustiques		
entry	Acquetta	0	
orth	Acquetta		
entry	Acquis	0	
orth	Acquis		
foreign	adventitius	lat	
foreign	acquisito	lat	
entry	Acquisivité	0	
orth	Acquisivité		
clique	Craniologie		
entry	Acranie	0	
orth	Acranie		
foreign	acrania	lat	
entry	Acrasie	0	
orth	Acrasie		
foreign	acrasia	lat	
entry	Acratie	0	
orth	Acratie		
foreign	acratia	lat	
entry	Âcre	0	
orth	Âcre		
foreign	acer	lat	
foreign	scharf	deu	
foreign	acrid	eng	
foreign	acre	ita	
foreign	acre	spa	
term	Saveur âcre		
clique	Saveur âcre		
clique	Chaleur		
clique	Acrimonie		
entry	Âcreté	0	
orth	Âcreté		
clique	Acrimonie		
entry	Acribomètre	0	
orth	Acribomètre		
entry	Acridophages	0	
orth	Acridophages		
entry	Acrimonie	0	
orth	Acrimonie		
foreign	acrimonia	lat	
foreign	Schärfe	deu	
foreign	acrimony	eng	
foreign	acrezza	ita	
foreign	acrità	ita	
entry	Acrinie	0	
orth	Acrinie		
entry	Acrisie	0	
orth	Acrisie		
foreign	Krisenmangel	deu	
entry	Acrobystiolithe	0	
orth	Acrobystiolithe		
entry	Acrobystite, Acrobustite	0	
orth	Acrobystite		
orth	Acrobustite		
entry	Acrochordon	0	
orth	Acrochordon		
foreign	acrochordon	lat	
foreign	Saitenwarze	deu	
foreign	ἀκροχορδὼν	grc	
pb	0022	0036	
entry	Acrodynie	0	
orth	Acrodynie		
foreign	acrodynia	lat	
foreign	Acrodynia	deu	
foreign	acrodynia	eng	
foreign	acrodinia	ita	
entry	Acrogène	0	
orth	Acrogène		
clique	Cryptogame		
entry	Acroléine	0	
orth	Acroléine		
entry	Acromial	0	
orth	Acromial		
foreign	acromialis	lat	
term	Artère acromiale		
clique	Artère acromiale		
term	Veine acromiale		
clique	Veine acromiale		
entry	Acromio-claviculaire	0	
orth	Acromio-claviculaire		
entry	Acromio-coracoïdien	0	
orth	Acromio-coracoïdien		
entry	Acromio-thoracique	0	
orth	Acromio-thoracique		
entry	Acromion	0	
orth	Acromion		
foreign	acromium	lat	
foreign	ἀκρώμιον	grc	
clique	Omoplate		
entry	Acromphale	0	
orth	Acromphale		
entry	Acroposthie	0	
orth	Acroposthie		
entry	Acroposthite	0	
orth	Acroposthite		
entry	Acrosabque	0	
orth	Acrosabque		
entry	Acrotériasme	0	
orth	Acrotériasme		
foreign	acroteriasmus	lat	
entry	Acrotériose	0	
orth	Acrotériose		
entry	Acrothymion	0	
orth	Acrothymion		
clique	Papilloma		
entry	Acta	0	
orth	Acta		
entry	Acte	0	
orth	Acte		
term	Acte morbide réflexe		
clique	Acte morbide réflexe | Réflexe		
term	Acte sexuel ou vénérien		
clique	Acte sexuel ou vénérien | Coït		
term	Acte d’ordre organique ou vital		
clique	Acte d’ordre organique ou vital | Vital		
term	Association des actes de l’économie		
clique	Association des actes de l’économie | Association		
entry	Actée des Alpes	0	
orth	Actée des Alpes		
foreign	Actœa Spicata (L.)	lat	
entry	Actif	0	
orth	Actif		
foreign	activus	lat	
foreign	wirksam	deu	
foreign	thätig	deu	
foreign	active	eng	
foreign	attivo	ita	
foreign	activa	spa	
foreign	δραστικὸς	grc	
term	Corps moléculairement actif		
clique	Corps moléculairement actif | Rotatoire		
term	Organes actifs de la locomotion		
clique	Organes actifs de la locomotion		
term	Sensations actives		
clique	Sensations actives		
term	Traitement actif		
term	remède actif		
clique	Traitement actif | remède actif		
term	Vie active		
clique	Vie active		
term	Hémorrhagies actives		
clique	Hémorrhagies actives		
entry	Actinenchyme	0	
orth	Actinenchyme		
entry	Actinie	0	
orth	Actinie		
clique	urticants		
entry	Actinobolisme	0	
orth	Actinobolisme		
entry	Actinophryen	0	
orth	Actinophryen		
clique	Infusoire		
entry	Actinophthalme	0	
orth	Actinophthalme		
foreign	oculus radians	lat	
foreign	oculus lucens	lat	
clique	Synchysis		
entry	Actinostéophyte	0	
orth	Actinostéophyte		
foreign	osteophytum radiatum	lat	
entry	Action	1	
orth	Action		
foreign	actio	lat	
foreign	Wirkung	deu	
foreign	act	eng	
foreign	action	eng	
foreign	azione	ita	
pb	0023	0037	
clique	Organique		
clique	Vital		
term	Action cérébrale		
clique	Action cérébrale | Fonction		
term	Action de contact		
clique	Action de contact | Catalyse | Électricité		
