terme,"IF(AVG(dico_titre) = 3, 'en', if(AVG(dico_titre) = 4, 'fr', 'en-fr'))"
"An index of Thofe English Words which are different from the Latin Names contained in this Dictionary. F",en
"An index of Thofe English Words which are different from the Latin Names contained in this Dictionary. G",en
"An index of Thofe English Words which are different from the Latin Names contained in this Dictionary. I J",en
"An index of Thofe English Words which are different from the Latin Names contained in this Dictionary. M",en
"An index of Thofe English Words which are different from the Latin Names contained in this Dictionary. N",en
"An index of Thofe English Words which are different from the Latin Names contained in this Dictionary. P",en
"An index of Thofe English Words which are different from the Latin Names contained in this Dictionary. R",en
"An index of Thofe English Words which are different from the Latin Names contained in this Dictionary. S",en
"An index of Thofe English Words which are different from the Latin Names contained in this Dictionary. T",en
"An index of Thofe English Words which are different from the Latin Names contained in this Dictionary. W",en
An-fir,en-fr
An-firarto,en-fr
An-pater,en-fr
Ana,en-fr
Ana-coluppa,en-fr
Ana-mallu,en-fr
Anabasis,en-fr
Anabole,en-fr
Anabrochismos,en-fr
anabrochismus,fr
Anabrosis,en-fr
Anacampseros,en-fr
Anacar,en-fr
"Anacardios antidotus theodoretus",en-fr
Anacardium,en-fr
Anacatharsis,en-fr
Anacathartica,en-fr
Anacestos,en-fr
Anachmus,en-fr
Anachrempsis,en-fr
Anacinemata,en-fr
Anaclasis,en-fr
Anaclinterium,en-fr
Anaclisis,en-fr
Anaclismos,en-fr
Anacock,en-fr
Anacoeliasmus,en-fr
Anacollema,en-fr
Anacomide,en-fr
Anaconchylismos,en-fr
Anacos,en-fr
Anacouphismata,en-fr
Anactesis,en
Anactorion,en-fr
Anacycleon,en-fr
Anacyriosis,en-fr
Anadendromalache,en-fr
Anadiplosis,en-fr
Anadosis,en-fr
Anadrome,en-fr
Anaedes,en-fr
Anaedromos,en-fr
Anaesthesia,en-fr
Anagallis,en-fr
"anagallis aquatica",fr
Anagargalicta,en-fr
Anagargariston,en-fr
Anaglyphe,en-fr
Anagnosis,en-fr
Anagraphe,en-fr
Anagyris,en-fr
Anaides,en-fr
Anaisthesia,en-fr
Analces,en-fr
Analdes,en-fr
Analentia,en-fr
Analepsia,en-fr
Analepsis,en-fr
Analeptica,en-fr
Analgesia,en-fr
Anallis,en-fr
Analmyros,en-fr
Analogismos,en-fr
Analosis,en-fr
Analthes,en-fr
Analtos,en-fr
Analysis,en-fr
Anamix,en-fr
Anamnesis,en-fr
Ananas,en-fr
Anance,en-fr
Anandreis,en-fr
Anandroi,en-fr
Ananthocyclus,en-fr
Anapalin,en-fr
Anapausis,en-fr
Anapetia,en-fr
Anaphalantiasis,en-fr
Anaphonesis,en-fr
Anaphora,en-fr
Anaphoricoi,en-fr
Anaphra,en-fr
Anaphrodisia,en-fr
Anaphromeli,en-fr
Anaplasis,en-fr
Anaplerosis,en-fr
Anapleusis,en-fr
Anapneusis,en-fr
Anapodophyllon,en-fr
Anapsyxis,en-fr
Anaristesis,en-fr
Anarrhoea,en-fr
Anarrhopia,en-fr
Anarthroi,en-fr
Anas,en-fr
"Anas sylvestris",en
Anasarca,en-fr
Anaspasis,en-fr
Anassutos,en-fr
Anastaltica,en-fr
Anastasis,en-fr
Anastoicheiosis,en-fr
Anastomosis,en-fr
Anatasis,en
Anates,en-fr
Anathlasis,en-fr
Anathrepsis,en
Anathron,en-fr
Anathymiasis,en-fr
"Anatica proportio",en-fr
Anatome,en-fr
Anaton,en-fr
Anatrepsis,fr
Anatresis,en-fr
Anatribe,en-fr
Anatripsis,en-fr
Anatris,en-fr
Anatron,en-fr
Anatrope,en-fr
Anatrum,en-fr
Anatum,en-fr
Anaudos,en-fr
Anavinga,en-fr
Anaxyrides,en-fr
Anaxyris,en-fr
Anblatum,en-fr
Ancha,en-fr
Anchilops,en-fr
Anchoas,en-fr
"Anchoralis processus",en-fr
Anchusa,en-fr
"Anchusa lutea",fr
Anchyle,en-fr
Anchylops,en-fr
Anchylosis,en-fr
Anchynopes,en-fr
Anchyroides,en-fr
Anci,en-fr
Ancinar,en-fr
Ancistron,en-fr
Ancon,en-fr
"Anconaeus musculus",en-fr
Ancora,en-fr
Ancoralis,en-fr
Ancosa,en-fr
Ancter,en-fr
Ancubitus,en-fr
Ancunulentae,en-fr
Ancus,en-fr
Ancyle,en-fr
Ancylidoton,en-fr
Ancyloblepharon,en-fr
Ancyloglossum,en-fr
Ancylomele,en-fr
Ancylosis,en-fr
ancylotomum,en-fr
Ancylotomus,en-fr
Ancyra,en-fr
"Ancyroides processus",en-fr
Ancyromele,en-fr
"and Ahoehoetl",en
"and Alexipyretum",en
"and ancylosis",en
"and Attalicus",en
"and Aucuparia",en
"and Cyphosis",en
"and Enchymosis",en
"and Gingipedium",en
"and Hyposarcidios",en
"and Julepus",en
"and Lenitivus",en
"and Leonina lepra",en
"and Longaon",en
"and Nasda",en
"and Odontitis",en
"and Ogertum",en
"and panula",en
"and Riwandtzini",en
"and Valanida",en
Anda,en-fr
Andarac,en-fr
Andas,en-fr
Andena,en-fr
Andira,en-fr
"andira guacu",fr
Andrachne,en-fr
Andranatome,en-fr
Andraphax,en-fr
Andraphaxis,en-fr
Andrapodocapeloi,en-fr
Andreas,en-fr
Andria,en-fr
Andrius,en-fr
Androgenia,en-fr
Androgyni,en-fr
"Andromachi antidotus ad calculosos",fr
Andromachus,en-fr
Andronion,en-fr
"Andronis medicamentum pro cancro",en-fr
Androsaces,en-fr
Androsaemon,en
Androsaemum,en-fr
Androtome,en-fr
Anecpyetus,en-fr
Aneilema,en-fr
Aneilesis,en
Anemone,en-fr
Anemonoides,en
Anemonoides.Anemonospermos,fr
Anemonospermos,en
Anemos,en-fr
Anencephalos,en-fr
Aneos,en-fr
Anepicriton,en-fr
Anerectos,en-fr
Anesis,en-fr
Anestrammena,en-fr
Anethoxyla,en-fr
Anethum,en-fr
Aneticus,en-fr
Aneurysma,en-fr
Anfaka,en-fr
Anfir-Filius,en-fr
Anfirarto-spiritus,en-fr
Angeilogia,en
Angeiologia,fr
Angeion,en-fr
Angeiotomia,en-fr
Angelica,en-fr
"Angelicus pulvis",en-fr
"Angelina zanoni acostae",en-fr
Angelocalos,en-fr
Angelus,en-fr
angelyn,en-fr
Angi,en-fr
Angiglossi,en-fr
Angina,en-fr
Angiospermos,en-fr
"Anglicus sudor",en-fr
Angolam,en-fr
Angor,en-fr
Angos,en-fr
Angsana,en-fr
Anguilla,en-fr
Anguis,en-fr
"Anguis aesculapii",fr
"Anguium senecta",en-fr
"Anguli oculi",en-fr
Anguria,en-fr
Angustia,en-fr
Anhaldinum,en-fr
Anhaltina,fr
"Anhaltina remedia",en-fr
Anhaltinus,en
Anhelatio,en-fr
Anhelitus,en-fr
Anhima,en-fr
Anhuiba,en-fr
Aniada,en-fr
Aniaday,en-fr
Aniadon,en-fr
Aniadum,en-fr
Aniadus,en-fr
Aniceton,en-fr
Anidros,en-fr
Anidrosis,en-fr
Anidroti,en-fr
Anil,en-fr
Animacula,fr
"Animae deliquium",en-fr
Animal,en-fr
"Animal bezoarticum Occidentale",en-fr
"Animal bezoarticum Orientale",en-fr
"Animal moschiferum",en-fr
"Animal zibethicum",en-fr
Animalcula,en
"Animalis facultas",en-fr
"Animalis motus",en-fr
"Animalis spiritus",fr
"Animalis spritus",en
Animatio,en-fr
Anime,en-fr
Animellae,en-fr
Animi,en-fr
"Animi pathemata",en-fr
Animus,en-fr
Aninga,en
"Aninga peri",en-fr
Aninga-Iba,en-fr
Anisatum,en-fr
Aniscalptor,en-fr
Anisos,en-fr
Anisosthenes,en-fr
Anisotachys,en-fr
Anisum,en-fr
Annetestes,en-fr
Annora,en-fr
Annotatio,en-fr
"Annuentes musculi",en-fr
Annuitio,en-fr
"Annularis cartilago",en-fr
"Annularis digitus",en-fr
"Annularis vena",en-fr
Annulus,en-fr
Annus,en-fr
Ano,en-fr
Anocheilon,en-fr
Anodia,en-fr
Anodina,en-fr
Anodmon,en-fr
Anodon,en-fr
Anodus,en-fr
Anodyna,en-fr
Anodynia,en-fr
"Anodynum minerale",en
"Anodynum minerlae",fr
Anoea,en-fr
Anomalia,en-fr
Anomalus,en-fr
Anomoemeres,fr
Anomoeomeres,en
Anomoeos,en-fr
Anomphalos,en-fr
Anona,en-fr
Anonis,en-fr
Anontagius,en-fr
Anonymos,en-fr
Anora,en-fr
Anorchides,en-fr
Anorexia,en-fr
Anorgismenon,en-fr
Anosia,en-fr
Anotasier,en-fr
Anothen,en-fr
Anser,en-fr
Anserina,en-fr
Ansjeli,en-fr
Antachates,en-fr
Antacida,en-fr
Antagonista,en-fr
Antalgicus,en-fr
Antalium,en-fr
Antaphrodisiacos,en-fr
Antaphroditica,en-fr
Antapodosies,en-fr
antaris,fr
Antarthriticum,en-fr
Antasthmatica,en-fr
Antatrophon,en-fr
Antecedens,en-fr
Antelabia,en-fr
Antemballomenos,en-fr
Antembasis,en-fr
Antemetica,en-fr
Antendeixis,en-fr
anteneasmum,fr
Anteneasmus,en-fr
Antephialticus,en-fr
Antepileptica,en-fr
"Anteprima materia",en-fr
Antera,en-fr
Antereisis,en-fr
Anterit,en-fr
Anteros,en-fr
Anthedon,en-fr
Anthelix,en-fr
Anthelminthica,en-fr
Anthemis,en-fr
Anthera,en-fr
Antherae,en-fr
Anthereon,en-fr
Anthericos,en-fr
Antheron,en-fr
Antherophyllus,en-fr
Anthia,en-fr
Anthines,en-fr
Anthinos,en-fr
Anthonor,en-fr
Anthophyllus,en-fr
Anthora,en-fr
Anthos,en-fr
Anthosmias,en-fr
Anthous,en-fr
Anthracia,en-fr
Anthracites,en-fr
Anthracosis,en-fr
Anthrax,en-fr
Anthriscus,en-fr
Anthrope,en-fr
Anthropologia,en
Anthropologie,fr
Anthropometria,en-fr
Anthropomorphos,en-fr
Anthroposophia,en-fr
Anthyllis,en-fr
Anthypnotica,en-fr
Anthypochondriaca,en
Anthypocondriaca,fr
Anthysterica,en-fr
Antiades,en-fr
Antiagri,en-fr
Antiarthritica,en-fr
Antiballomena,en-fr
Anticachectica,en-fr
Anticadmia,en-fr
Anticar,en-fr
Anticardium,en-fr
Anticatarrhalis,en-fr
Anticausoticus,en-fr
Anticheir,en-fr
Anticipans,en-fr
Anticnemion,en-fr
Anticolica,en-fr
Anticontosis,en-fr
Antidinica,en-fr
Antidotarium,en-fr
antidotum,fr
Antidotus,en-fr
Antidysenterica,en-fr
Antifebrile,en
Antifebriles,fr
Antifides,en-fr
"Antigoni collyrium nigrum",en-fr
Antihectica,en-fr
"Antihecticum poterii",en-fr
Antilepsis,en-fr
Antillus,fr
Antilobium,en-fr
Antilogia,en-fr
Antiloimica,en-fr
Antilopus,en-fr
Antilyssus,en-fr
Antimonium,en-fr
"Antimonius lapis",en-fr
Antimoros,en-fr
Antinephritica,en-fr
"Antiochi hiera",en-fr
"Antiochi theriaca",en-fr
Antiparalytica,en-fr
Antipathes,en-fr
Antipathia,en-fr
"Antipatri theriaca",en-fr
Antiperistasis,en-fr
Antipharmacum,en-fr
Antiphthisica,en-fr
Antiphthora,en-fr
Antiphysica,en-fr
Antiphyson,en-fr
Antipleuriticum,en-fr
Antipodagrica,en-fr
Antipraxia,en-fr
Antipyica,fr
Antipyreticon,en-fr
Antipyreton,en-fr
Antipyreuticon,en-fr
"Antiquartanarium antiquartium",en
Antiquartanatium,fr
antiquartium,fr
"Antiqui morbi",en-fr
Antirrhinum,en-fr
Antirrhope,en-fr
Antirrhopie,en-fr
Antiscolica,en-fr
Antiscorbutica,en-fr
Antiscorodon,en-fr
Antisecosis,en-fr
Antispasis,en-fr
Antispasmodicum,en-fr
Antispasticon,en-fr
Antispoda,en-fr
Antistathmesis,en-fr
Antisterigma,en-fr
Antisternon,en-fr
Antitasis,en-fr
Antithenar,en-fr
"antithenar riol",en
Antithora,en-fr
Antitragus,en-fr
Antitypus,en-fr
Antivenerea,en-fr
"Antonii sancti ignis",en-fr
"Antonius musa",en-fr
Antophyllon,en-fr
Antophyllus,en-fr
Antriscus,en-fr
"Antrum buccinosum",en-fr
Antylion,en-fr
Antyllus,en
Antylus,fr
Anucar,en-fr
Anus,en-fr
Anxietas,en-fr
Anyadei,en-fr
Anydria,en
Anydron,en-fr
Anydrya,fr
Anyperbletos,en-fr
Anypeuthyna,en-fr
Anystos,en-fr
Aochlesia,en-fr
Aocnia,en-fr
Aoncon,en-fr
Aorgesia,en-fr
Aornos,en-fr
Aorta,en-fr
Aortra,en-fr
Aovara,en-fr
Apagma,en-fr
Apallage,en-fr
Apanchomenoi,en-fr
Apantesis,en-fr
Apanthismus,en-fr
Apanthropiai,en-fr
Apanticri,fr
Apanticry,en
"Aparachytum vinum",en-fr
Aparaqua,en-fr
Aparasceuasia,en-fr
Aparegoretos,en-fr
Aparine,en-fr
Apartes,en-fr
Aparthrosis,en-fr
Aparti,en-fr
Apartios,en-fr
Apartisis,en-fr
Apateones,en-fr
Apathes,en-fr
Apathia,en-fr
Apechema,en-fr
Apeiba,en-fr
Apeiroi,en-fr
Apeitheumena,en-fr
Apella,en-fr
Apellides,en-fr
Apempolesis,en-fr
Apen,en-fr
Apenes,en-fr
Apensalus,en-fr
Apepsia,en-fr
Apepton,en-fr
Aper,en-fr
Aperientia,en-fr
Aperistaton,en-fr
Aperittos,en-fr
Apertus,en-fr
Apes,en-fr
Apeuthysmenos,en-fr
Aphaca,en-fr
Aphaeresi,fr
Aphaeresis,en
Aphanismos,en-fr
Aphassomenos,en-fr
Aphebrioc,en-fr
Aphelia,en-fr
Aphelicerteros,fr
Aphelicesteros,en
Aphepsema,en-fr
Aphesis,en-fr
Aphilanthropia,en-fr
Aphlegmanton,en-fr
Aphodos,en-fr
Aphonia,en-fr
Aphoretos,en-fr
Aphorismus,en-fr
Aphorme,en-fr
Aphrainon,en-fr
Aphrodes,en-fr
aphrodiasmus,fr
Aphrodisia,en-fr
Aphrodisiasmus,en
"Aphrodisiasticon clidion",en-fr
"Aphrodisius morbus",en-fr
Aphroditarium,en-fr
Aphrogala,en-fr
Aphrolitrum,en-fr
Aphron,en-fr
Aphronitrum,en-fr
Aphros,en-fr
Aphroselenos,en-fr
Aphrosyne,en-fr
Aphtae,fr
Aphtartos,fr
Aphthae,en
Aphthartos,en
Aphya,en-fr
Aphyllantes,fr
"Aphyllantes Anguillarae",en-fr
"Aphyllantes monspel",en
"Aphyllantes monspeli",fr
Aphyllanthes,en
Aphysos,en-fr
Aphytacor,fr
Aphytacores,en
Apiastrum,en
Apices,en-fr
Apiites,en-fr
Apinel,en-fr
Apios,en-fr
Apis,en-fr
Apites,en-fr
"Apites vinum",en-fr
Apium,en-fr
Aplestia,en-fr
Apleuros,en-fr
Aplytos,en-fr
Apneusti,en-fr
Apnoea,en-fr
Apobaenon,en-fr
Apobamma,en-fr
Apobrasma,en-fr
Apobregma,en-fr
Apocapnismus,en-fr
Apocartereon,en-fr
Apocatastasis,en-fr
Apocatharsis,en-fr
Apocenosis,en-fr
Apocerugma,en-fr
Apochoreon,en-fr
Apochrempsis,en-fr
Apochylisma,en-fr
Apochyma,en-fr
Apoclasma,en-fr
Apocleisis,en-fr
Apocope,en-fr
Apocrisis,en-fr
Apocrusticon,en-fr
Apocyesis,en-fr
Apocynon,en
Apocynum,fr
Apocyrtumena,en-fr
Apodacrytica,en-fr
Apodeixis,en-fr
Apodes,en-fr
Apodyterium,en-fr
Apoeum,en-fr
Apogalactismus,en-fr
Apoglaucosis,en-fr
Apogona,en-fr
Apolepsis,en
Apolexis,en
Apolinosis,en-fr
Apollinaris,en-fr
Apolysia,en-fr
Apolysis,en-fr
Apomagma,en-fr
Apomathema,en-fr
Apomeli,en-fr
Apomylenas,en-fr
Apomyllene,en-fr
Aponenoemenos,en-fr
Aponeurosis,en-fr
Apopallesis,en-fr
Apopalsis,en-fr
Apopatoi,en-fr
Apophlegmatismus,en-fr
Apophrades,en-fr
Apophthora,en-fr
Apophyas,en-fr
Apophysis,en-fr
Apopiesma,en-fr
Apoplecta,en-fr
Apoplectica,en-fr
"Apoplecticae venae",en-fr
Apoplepsis,fr
Apoplexia,en-fr
Apoplexis,fr
Apopnixis,en-fr
Apopsychia,en-fr
Apoptosis,en-fr
Aporia,en-fr
Aporraides,fr
Aporrhaides,en
Aporrhipsis,en-fr
Aporrhoe,en-fr
Aporrhoea,en-fr
Apos,en-fr
Aposaeis,en-fr
Aposcemma,en-fr
Aposceparnismus,en-fr
aposcepsis,fr
Aposchasis,en-fr
Aposchasmus,en-fr
Aposigesis,en-fr
Apositia,en-fr
Apositica,en-fr
Apospasmata,en-fr
Aposphacelesis,fr
Aposphacelisis,en
Aposphage,en-fr
Aposphagma,en-fr
Aposphinxis,en-fr
Apospongismus,en-fr
Apostagma,en-fr
Apostalagma,en-fr
Apostasis,en-fr
Apostaxis,en-fr
Apostema,en-fr
Apostematiai,en-fr
Aposterigmata,en-fr
"Apostolorum unguentum",en-fr
"Apostracos osteon",en-fr
Apostrophe,en-fr
Aposyrma,en-fr
Apotelesma,en-fr
Apotheca,en-fr
Apothecarius,en-fr
Apotherapia,en-fr
Apothermum,en-fr
Apothesis,en-fr
Apothlimma,en-fr
Apothrausis,en-fr
Apotocos,en-fr
Apotos,en-fr
Apotropaeos,en-fr
Apotychia,en-fr
Apoxe,en-fr
Apoxera,en-fr
Apozema,en-fr
Apozimos,fr
Apozymos,en
Apparatus,en-fr
"Appendicula vermiformis",en-fr
Appendix,en-fr
Appensio,en-fr
Appetentia,en-fr
Appetitus,en-fr
"Appetitus caninus",en-fr
Applicatio,en-fr
Appluda,en-fr
Appositio,en-fr
Apprehensio,en-fr
Apprehensorium,en-fr
"Approbation du censeur royal",fr
Appropriatio,en-fr
Approximatio,en-fr
Apracta,en-fr
Apronia,en-fr
Aproxis,en-fr
Apsinthatum,en-fr
Apsirrhoon,en-fr
Apsychia,en-fr
Aptistos,en-fr
Aptystos,en-fr
Apua,en-fr
Apuloticus,en-fr
Apyastrum,fr
Apyetos,en-fr
apyrenomele,fr
Apyrexia,en-fr
Apyromele,en-fr
Apyron,en-fr
Apyrothium,en-fr
Apyroti,en-fr
Aqua,en-fr
Aquaeductus,en-fr
Aquala,en-fr
Aqualiculus,en-fr
Aquarius,en-fr
Aquaster,en-fr
Aquatum,en
"Aquatum aqueum",fr
"Aqueus humor oculi",en-fr
Aquiducus,en-fr
Aquifolium,en-fr
Aquila,en-fr
Aquilae,en-fr
Aquilegia,en-fr
Aquilena,en-fr
"Aquosa urina",en-fr
"Aquosus hydrops",en-fr
Aquula,en-fr
"Ara parva",en-fr
Arabe,en-fr
"Arabica antidotus",en
"Arabica antidotus hepatica",fr
"Arabicum gummi",en-fr
"Arabicus lapis",en-fr
Arabis,en-fr
"Arabis malagma",en
"Arabis malagma ad strumas",fr
"Araca guam",en-fr
"Araca miri",en-fr
"Arachidonoides americana",en
Arachne,en-fr
Arachnoides,en-fr
Arachydna,fr
"Arachydna aut Aracoides",en
aracoides,fr
Aracon,en-fr
Aracus,en-fr
Aracynappil,en-fr
Arados,en-fr
Araeon,en-fr
Araeosyncritos,en-fr
Araeotica,en-fr
Aralda,en-fr
Aralia,en-fr
Araliastrum,en-fr
Aranea,en-fr
"Aranea tunica",en-fr
"Araneosa urina",en-fr
"Araneosus pulsus",en-fr
Araneus,en-fr
Arantia,en-fr
Arara,en-fr
Araticu,en-fr
araxos,fr
Arbor,en-fr
Arboreus,en-fr
Arbuscula,en-fr
"Arbuscula coralloides",fr
Arbutus,en-fr
Arca,en
"Arca arcanorum",fr
Arcanum,en-fr
Arceuthos,en-fr
Archaeus,en-fr
"Archagathi emplastrum lene",en-fr
Archagathus,en-fr
Archaltes,en-fr
Archangelica,en-fr
Arche,en-fr
Archegonos,en-fr
Archenda,en-fr
Archeus,en-fr
Archiater,en-fr
Archidoxa,en-fr
Archigenes,en-fr
"Archigeni morbi",en-fr
Archimagia,en-fr
"Archimedis trispastum",en-fr
Archimia,en
Archos,en-fr
Archymia,fr
Arcion,en-fr
Arcos,en-fr
"Arctata pars",fr
Arctatio,en-fr
Arction,en-fr
Arctos,en-fr
Arctoscordon,en-fr
Arctostaphylos,en-fr
Arcturus,en-fr
"Arcturus creticus belli",fr
"Arcualia ossa",en-fr
"Arcualis sutura",fr
Arcuatio,en-fr
"Arcuatus morbus",en-fr
Arculae,en-fr
Ardabar,en
Ardabor,fr
Ardalos,en-fr
Ardas,en-fr
Ardea,en-fr
"Ardea stellaris",en-fr
"Ardens febris",en-fr
Ardentia,en-fr
Ardesia,en-fr
"Ardor urinae",en-fr
Are-alu,en-fr
Area,en-fr
Areca,en-fr
Arefactio,en-fr
Aremaros,en-fr
"Arena maris",en-fr
Arenamen,en-fr
Arenaria,en-fr
Arenarmei,en-fr
Arenatio,en-fr
Areola,en-fr
Ares,en-fr
"Aresta bovis",en-fr
Aretaeus,en-fr
Arete,en-fr
Areus,en-fr
Arfar,en
"Argaeus mons",en-fr
Argema,en-fr
Argemon,en-fr
Argemone,en-fr
Argemonia,en-fr
Argentina,en-fr
Argentum,en-fr
Arges,en-fr
Argestes,en-fr
Argilla,en-fr
Argistata,en-fr
Argos,en-fr
Argyritis,en
"Argyritis terra",fr
Argyrocome,en-fr
Argyrodamas,en-fr
Argyrogonia,en-fr
Argyrophora,en-fr
Argyropoeia,en-fr
Argyrotrophema,en-fr
Argyrus,en-fr
Arheumatistos,en-fr
Aria,en-fr
Aricymon,en-fr
"Arida medicamenta",en-fr
Ariditas,en
"Ariditas corporis",fr
Aridum,en-fr
Aridura,en-fr
Aries,en-fr
Arigeos,en-fr
Arilla,en-fr
Ariobarzanium,en
"Ariobarzanium emplastrum",fr
Aris,en-fr
Arisarum,en-fr
Arista,en-fr
Aristalthaea,en-fr
Aristarchi,en
"Aristarchi antidotus paulina",fr
Aristeas,en-fr
Aristi,en
"Aristi emplastrum nigrum",fr
Aristionis,en
"Aristionis machinamentum",fr
Aristogenis,en
"Aristogenis malagma",fr
Aristolochia,en-fr
Ariston,en-fr
"Ariston magnum",fr
Aristophaneion,en-fr
Arithmos,en
Arlada,en-fr
Arladar,en-fr
"Arles crudum",en-fr
Armala,en-fr
armalgol,fr
"Armarium unguentum",en-fr
Armatura,en-fr
Arme,en-fr
Armena,en-fr
"Armena bolus",fr
"Armeniaca malus",en-fr
"Armenus lapis",en-fr
Armeria,en-fr
Armilla,en-fr
Armoniacum,en-fr
Armoniacus,en
Armoracia,en-fr
"Armorum pugna",en-fr
"Armutheus lapis",en
Arnabo,en-fr
Arnacis,en-fr
Arnaldia,en-fr
Arnica,en-fr
Arnoglossum,en-fr
Aroeira,en-fr
Arohot,en-fr
Aroma,en-fr
Aromatica,en-fr
"Aromaticum rosatum",en
Aromatitis,en-fr
Aromatopola,en-fr
Aron,en-fr
Aronia,en-fr
Aroph,en-fr
Arquata,en-fr
"Arquatus morbus",en-fr
Arquebusade,fr
"Arquebusade (Eau de)",en
Arraphon,en-fr
Arrhen,en
"Arrhen arsen",fr
Arrhoea,en-fr
Arrhostia,en-fr
Arrhythmus,en-fr
arrhytmus,fr
Arsacum,en-fr
Arsag,en
Arsaltos,en-fr
Arsaneck,en
Arsanek,fr
Arsatum,en-fr
Arsen,en
Arsenicum,en-fr
Arsiora,en-fr
Artaba,en-fr
Artanech,en-fr
Artaneck,en-fr
Artemisia,en-fr
Artemision,en-fr
"Artemius dianio",en-fr
Artemonium,en-fr
Artenna,en-fr
Arteria,en-fr
Arteriaca,en-fr
Arteriotomia,en-fr
artertiscos,fr
Artetiscius,en-fr
Artetiscos,en
Arthanita,en-fr
Arthetica,en-fr
Arthoicum,en-fr
Arthrembolus,en-fr
arthretica,fr
Arthritica,en-fr
Arthritis,en-fr
Arthrodia,en-fr
Arthron,en-fr
Arthrosis,en-fr
Artia,en-fr
Articoca,en-fr
Articocalus,en-fr
"Articularis morbus",en-fr
Articulatio,en-fr
Articuli,en
"Articuli plantarum",fr
Articulus,en-fr
Artifex,en-fr
Artificiale,en-fr
Artios,en-fr
Artiphyes,en-fr
Artiscus,en-fr
Artistoma,en-fr
"Artiypochros color",en
Artizoa,en-fr
Artocreas,en-fr
Artomeli,en-fr
Artopta,en-fr
"Artopticius panis",en-fr
Artos,en-fr
Artus,en-fr
"Artyipochros color",fr
Artyma,en-fr
Arubus,en-fr
Arum,en-fr
Arundo,en-fr
Arvina,en-fr
Aryster,en-fr
Arytaenoides,en-fr
Arythmus,en-fr
As,en-fr
"Asa dulcis",en-fr
"Asa foetida",en-fr
Asabon,en-fr
Asaestus,en-fr
Asagar,en-fr
Asagen,en-fr
Asagi,en-fr
Asamar,en-fr
Asamaz,en-fr
Asanirgi,en-fr
Asanon,en-fr
Asapeos,en-fr
Asapes,en-fr
Asaphatum,en-fr
Asapheis,en-fr
Asarabacca,en-fr
Asaragi,en-fr
Asarcon,en-fr
Asarina,en-fr
Asarites,en-fr
Asarum,en-fr
Asbestus,en-fr
Asbo,en-fr
Ascalabotes,en-fr
Ascalonia,en-fr
Ascalonitis,en-fr
Ascardamyctes,en-fr
Ascarides,en-fr
Asceles,en-fr
Ascendentia,en-fr
"Ascensus morbi",en-fr
Ascesis,en-fr
Ascetes,en-fr
Aschemon,en-fr
Aschia,en-fr
Ascia,en-fr
Ascites,en-fr
Asciticus,en-fr
Asclepiadae,en-fr
Asclepiades,en-fr
Asclepias,en-fr
Asclepios,en-fr
Asclites,en-fr
Ascoma,en-fr
Ascos,en-fr
Ascyrum,en-fr
Asdenigi,en-fr
Ase,en-fr
Aseb,en-fr
Ased,en-fr
Asedenigi,en-fr
Asef,en-fr
Asegen,en-fr
Aselli,en-fr
Asellus,en
Asellus.Asemos,fr
Asemos,en-fr
Asenec,en-fr
Aseph,en-fr
Asepta,en
Asepta.Aseron,fr
Aseron,en
Asigi,en-fr
Asilus,en-fr
Asimion,en-fr
Asineos,en-fr
Asines,en
asines.Asingar,fr
Asingar,en-fr
Asinus,en-fr
Asiracus,en-fr
Asitia,en-fr
Asitoi,en-fr
Asius,en
"Asius lapis",fr
Asjogam,en-fr
Asmaga,en-fr
asmiar,fr
Asmum,en
Asodes,en-fr
Asoper,en-fr
Aspalathus,en-fr
Aspaltum,en-fr
Asparagus,en-fr
Aspasia,en-fr
Asper,en-fr
"Aspera arteria",en-fr
Asperata,en-fr
Asperella,en-fr
"Aspergula Asperugo",en-fr
Asperifolius,en-fr
Aspersio,en-fr
Asperula,en-fr
Asperum,en-fr
Asphalatus,en-fr
Asphaleia,en-fr
Asphaltitis,en-fr
Asphaltos,en-fr
Aspharagus,en-fr
Asphendamnos,en-fr
Asphodelus,en-fr
Asphyxia,en-fr
Aspic,en-fr
Aspidion,en-fr
Aspidiscos,en-fr
Aspis,en-fr
Asplenium,en-fr
Aspredo,en-fr
Asprella,en-fr
Aspris,en-fr
"Assa foetida",fr
Assa-foetida,en
Assala,en-fr
Assaliae,en-fr
Assanegi,en-fr
Assanus,en-fr
Assarium,en-fr
Assatio,en-fr
Assatura,en-fr
Asse,en-fr
Asserac,en-fr
Asservatio,en-fr
Assidens,en
"Assidens signum",fr
Assiduus,en-fr
Assimilatio,en-fr
Assis,fr
Assistentes,en-fr
Assitra,en-fr
"Assius lapis",en-fr
Assos,en-fr
Assuetudo,en-fr
Assumtio,en-fr
Astacus,en-fr
Astaphis,en-fr
Astarzof,en-fr
Astchachilos,en-fr
Asteion,en-fr
"Aster atticus",en-fr
"Asteres thalattii",en-fr
Asterges,en-fr
"Asteria gemma",en-fr
Asterias,en-fr
Asterion,en-fr
Asteriscus,en-fr
Asterites,en-fr
Asteroides,fr
"Asteroides. Bastard starwort",en
Asthenes,en
Asthma,en-fr
Astites,en-fr
"astites glandulosi",fr
Astomos,en-fr
Astrabes,en-fr
Astragaloides,en-fr
Astragalus,en-fr
Astrantia,en-fr
Astrape,en
Astricta,en-fr
Astrictoria,en-fr
